唯一編碼,來源系統,來源系統縮寫,文件原系統頁面URL,題名,檔案類型,書卷名,類目階層,原始時間記錄,西元年,起始時間,結束時間,相關人員,相關組織,關鍵詞,摘要/全文,,機場標籤,會議主席,提案議員,相關議員,機關,相關機關
AHTWH-238-315520061007,國史館臺灣文獻館典藏管理系統,AHTWH,,臺中縣機場實況調查表呈送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-12-16~1946-12-21,1946,1946-12-16,1946-12-21,,,,臺中縣機場實況調查表呈送案,,中縣機場,,,,,
AHTWH-238-315520061008,國史館臺灣文獻館典藏管理系統,AHTWH,,臺南縣機場實況調查表呈送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-10-07~1946-11-01,1946,1946-10-07,1946-11-01,,,,臺南縣機場實況調查表呈送案,,南縣機場,,,,,
AHTWH-238-003-5562,國史館臺灣文獻館典藏管理系統,AHTWH,,各縣市飛機場位置圖,卷,,臺灣省行政長官公署/臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-12-21~1947-04-25,1946,1946-12-21,1947-04-25,,,,各縣市飛機場位置圖,,市飛機場,,,,,
AHTWH-238-315520080001,國史館臺灣文獻館典藏管理系統,AHTWH,,機場位置圖補送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-12-21~1947-04-09,1946,1946-12-21,1947-04-09,,,,機場位置圖補送案,,#NUM!,,,,,
AHTWH-238-315520080002,國史館臺灣文獻館典藏管理系統,AHTWH,,澎湖縣政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-31~1947-04-25,1947,1947-01-31,1947-04-25,,,,澎湖縣政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-315520080003,國史館臺灣文獻館典藏管理系統,AHTWH,,臺東縣政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-23~1947-04-25,1947,1947-01-23,1947-04-25,,,,臺東縣政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-315520080004,國史館臺灣文獻館典藏管理系統,AHTWH,,臺北市政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-23~1947-04-25,1947,1947-01-23,1947-04-25,,,,臺北市政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-315520080005,國史館臺灣文獻館典藏管理系統,AHTWH,,嘉義市政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-02-10~1947-04-25,1947,1947-02-10,1947-04-25,,,,嘉義市政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-315520080006,國史館臺灣文獻館典藏管理系統,AHTWH,,花蓮縣政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-02-17~1947-04-25,1947,1947-02-17,1947-04-25,,,,花蓮縣政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-315520080007,國史館臺灣文獻館典藏管理系統,AHTWH,,新竹市政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-30~1947-04-25,1947,1947-01-30,1947-04-25,,,,新竹市政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-315520080008,國史館臺灣文獻館典藏管理系統,AHTWH,,臺北縣政府飛機場位置圖繪送案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-02-21~1947-04-25,1947,1947-02-21,1947-04-25,,,,臺北縣政府飛機場位置圖繪送案,,府飛機場,,,,,
AHTWH-238-003-5563,國史館臺灣文獻館典藏管理系統,AHTWH,,關于飛機場卷,卷,,臺灣省行政長官公署/臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-12~1949-07-29,1947,1947-01-12,1949-07-29,,,,關于飛機場卷,,于飛機場,,,,,
AHTWH-238-315520081001,國史館臺灣文獻館典藏管理系統,AHTWH,,敵佔飛機場佔用土地處理案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-12~1947-02-01,1947,1947-01-12,1947-02-01,,,,敵佔飛機場佔用土地處理案,,佔飛機場,,,,,
AHTWH-238-315520081002,國史館臺灣文獻館典藏管理系統,AHTWH,,省政府處理敵佔飛機場佔用土地案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-12-27~1947-12-31,1947,1947-12-27,1947-12-31,,,,省政府處理敵佔飛機場佔用土地案,,佔飛機場,,,,,
AHTWH-238-315520081003,國史館臺灣文獻館典藏管理系統,AHTWH,,臺灣省現有公地清理案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1948-09-14~1948-09-24,1948,1948-09-14,1948-09-24,,,,臺灣省現有公地清理案,,#VALUE!,,,,,
AHTWH-238-315520081004,國史館臺灣文獻館典藏管理系統,AHTWH,,高雄縣恆春鎮軍政機關使用敵偽佔用民地調查表電送案（1）,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1949-05-19~1949-06-02,1949,1949-05-19,1949-06-02,,,,高雄縣恆春鎮軍政機關使用敵偽佔用民地調查表電送案（1）,,#VALUE!,,,,,
AHTWH-238-315520081005,國史館臺灣文獻館典藏管理系統,AHTWH,,高雄縣恆春鎮軍政機關使用敵偽佔用民地調查表電送案（2）,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1949-06-15~1949-07-29,1949,1949-06-15,1949-07-29,,,,高雄縣恆春鎮軍政機關使用敵偽佔用民地調查表電送案（2）,,#VALUE!,,,,,
AHTWH-238-315200010010,國史館臺灣文獻館典藏管理系統,AHTWH,,高雄市日軍徵租民地調查意見案,件,,臺灣省行政長官公署/民政/土地綱土地陳報編查目/土地陳報編查總節,1947-02-16~1947-04-23,1947,1947-02-16,1947-04-23,,,,高雄市日軍徵租民地調查意見案,,#VALUE!,,,,,
AHTWH-238-301200022022,國史館臺灣文獻館典藏管理系統,AHTWH,,花蓮南埔機場將開放農民承租案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-03-30~1960-03-31,1960,1960-03-30,1960-03-31,,,,花蓮南埔機場將開放農民承租案,,南埔機場,,,,,
AHTWH-238-301200022065,國史館臺灣文獻館典藏管理系統,AHTWH,,北港飛機場土地歸還原主案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-05-08~1960-05-31,1960,1960-05-08,1960-05-31,,,,北港飛機場土地歸還原主案,,港飛機場,,,,,
AHTWH-238-301200022096,國史館臺灣文獻館典藏管理系統,AHTWH,,臺中軍用土地清理案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-04-04~1960-04-30,1960,1960-04-04,1960-04-30,,,,臺中軍用土地清理案,,#VALUE!,,,,,
AHTWH-238-301200022117,國史館臺灣文獻館典藏管理系統,AHTWH,,雲林北港發還民有地案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-06-20~1960-06-30,1960,1960-06-20,1960-06-30,,,,雲林北港發還民有地案,,#VALUE!,,,,,
AHTWH-238-301200022144,國史館臺灣文獻館典藏管理系統,AHTWH,,陸軍供應司令部欲將出租地收回糾紛案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-05-30~1960-05-31,1960,1960-05-30,1960-05-31,,,,陸軍供應司令部欲將出租地收回糾紛案,,#VALUE!,,,,,
AHTWH-238-301200022237,國史館臺灣文獻館典藏管理系統,AHTWH,,臺南空軍官校機場土地承租糾紛案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-07-28~1960-08-11,1960,1960-07-28,1960-08-11,,,,臺南空軍官校機場土地承租糾紛案,,官校機場,,,,,
AHTWH-238-301200022248,國史館臺灣文獻館典藏管理系統,AHTWH,,南投包尾段土地重劃不公案,件,,臺灣省行政長官公署/總務類/總綱組織目/組織總節,1960-05-17~1960-05-31,1960,1960-05-17,1960-05-31,,,,南投包尾段土地重劃不公案,,#VALUE!,,,,,
AHTWH-238-003-5588,國史館臺灣文獻館典藏管理系統,AHTWH,,請求租用贖回飛機場,卷,,臺灣省行政長官公署/臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-08-16~1948-08-30,1946,1946-08-16,1948-08-30,,,,請求租用贖回飛機場,,回飛機場,,,,,
AHTWH-238-315520033001,國史館臺灣文獻館典藏管理系統,AHTWH,,岡山等機場租用移辦案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-01-20~1947-02-22,1947,1947-01-20,1947-02-22,,,,岡山等機場租用移辦案,,山等機場,,,,,
AHTWH-238-315520033002,國史館臺灣文獻館典藏管理系統,AHTWH,,簡錦堂等請求租用空軍用地電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-12-31~1947-02-22,1946,1946-12-31,1947-02-22,,,,簡錦堂等請求租用空軍用地電復案,,#VALUE!,,,,,
AHTWH-238-315520033003,國史館臺灣文獻館典藏管理系統,AHTWH,,簡錦堂等情求租用空軍用地調查電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-11-20~1947-03-25,1946,1946-11-20,1947-03-25,,,,簡錦堂等情求租用空軍用地調查電復案,,#VALUE!,,,,,
AHTWH-238-315520033004,國史館臺灣文獻館典藏管理系統,AHTWH,,溫天賜農耕地呈請案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-04-23~1947-04-28,1947,1947-04-23,1947-04-28,,,,溫天賜農耕地呈請案,,#VALUE!,,,,,
AHTWH-238-315520033005,國史館臺灣文獻館典藏管理系統,AHTWH,,機場擬為公地放租手續函詢案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-04-11~1947-04-16,1947,1947-04-11,1947-04-16,,,,機場擬為公地放租手續函詢案,,#NUM!,,,,,
AHTWH-238-315520033006,國史館臺灣文獻館典藏管理系統,AHTWH,,臺中縣彰化區機場承租電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-05-26~1947-06-26,1947,1947-05-26,1947-06-26,,,,臺中縣彰化區機場承租電復案,,化區機場,,,,,
AHTWH-238-315520033007,國史館臺灣文獻館典藏管理系統,AHTWH,,廢棄彰化機場承租耕種批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-07-05~1947-07-17,1947,1947-07-05,1947-07-17,,,,廢棄彰化機場承租耕種批復案,,彰化機場,,,,,
AHTWH-238-315520033008,國史館臺灣文獻館典藏管理系統,AHTWH,,苗栗區居民優先租用廢棄機場等電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-06-11~1947-06-18,1947,1947-06-11,1947-06-18,,,,苗栗區居民優先租用廢棄機場等電復案,,廢棄機場,,,,,
AHTWH-238-315520033009,國史館臺灣文獻館典藏管理系統,AHTWH,,花蓮縣上大和機場撥租電復案（1）,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-08-26~1947-08-31,1947,1947-08-26,1947-08-31,,,,花蓮縣上大和機場撥租電復案（1）,,大和機場,,,,,
AHTWH-238-315520033010,國史館臺灣文獻館典藏管理系統,AHTWH,,花蓮縣上大和機場撥租電復案（2）,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-10-06~1947-10-11,1947,1947-10-06,1947-10-11,,,,花蓮縣上大和機場撥租電復案（2）,,大和機場,,,,,
AHTWH-238-315520033011,國史館臺灣文獻館典藏管理系統,AHTWH,,花蓮縣南埔飛機場開墾電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-10-01~1947-10-13,1947,1947-10-01,1947-10-13,,,,花蓮縣南埔飛機場開墾電復案,,埔飛機場,,,,,
AHTWH-238-315520033012,國史館臺灣文獻館典藏管理系統,AHTWH,,新竹市機場閑地租用申請批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-07-28~1947-08-09,1947,1947-07-28,1947-08-09,,,,新竹市機場閑地租用申請批復案,,竹市機場,,,,,
AHTWH-238-315520033013,國史館臺灣文獻館典藏管理系統,AHTWH,,新竹市機場閑地租用申請批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-09-04~1947-09-05,1947,1947-09-04,1947-09-05,,,,新竹市機場閑地租用申請批復案,,竹市機場,,,,,
AHTWH-238-315520033014,國史館臺灣文獻館典藏管理系統,AHTWH,,撤廢機場辦法催辦電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-10-01~1947-10-06,1947,1947-10-01,1947-10-06,,,,撤廢機場辦法催辦電復案,,撤廢機場,,,,,
AHTWH-238-315520033015,國史館臺灣文獻館典藏管理系統,AHTWH,,新竹後龍撤廢機場撥租批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-10-06~1947-10-18,1947,1947-10-06,1947-10-18,,,,新竹後龍撤廢機場撥租批復案,,撤廢機場,,,,,
AHTWH-238-315520033016,國史館臺灣文獻館典藏管理系統,AHTWH,,佳冬機場撥租請示案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-06-12~1947-06-17,1947,1947-06-12,1947-06-17,,,,佳冬機場撥租請示案,,佳冬機場,,,,,
AHTWH-238-315520033017,國史館臺灣文獻館典藏管理系統,AHTWH,,彰化撤廢機場撥租批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-12-03~1947-12-11,1947,1947-12-03,1947-12-11,,,,彰化撤廢機場撥租批復案,,撤廢機場,,,,,
AHTWH-238-315520033018,國史館臺灣文獻館典藏管理系統,AHTWH,,鹿港撤廢機場撥租批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-12-03~1947-12-11,1947,1947-12-03,1947-12-11,,,,鹿港撤廢機場撥租批復案,,撤廢機場,,,,,
AHTWH-238-315520033019,國史館臺灣文獻館典藏管理系統,AHTWH,,燕巢鄉機場荒地開墾申請轉知案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-08-26~1947-08-31,1947,1947-08-26,1947-08-31,,,,燕巢鄉機場荒地開墾申請轉知案,,巢鄉機場,,,,,
AHTWH-238-315520033020,國史館臺灣文獻館典藏管理系統,AHTWH,,新竹撤廢機場撥租批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1947-07-30~1947-08-30,1947,1947-07-30,1947-08-30,,,,新竹撤廢機場撥租批復案,,撤廢機場,,,,,
AHTWH-238-315520033021,國史館臺灣文獻館典藏管理系統,AHTWH,,南埔機場配耕申請電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-12-12~1947-03-14,1946,1946-12-12,1947-03-14,,,,南埔機場配耕申請電復案,,南埔機場,,,,,
AHTWH-238-315520033022,國史館臺灣文獻館典藏管理系統,AHTWH,,宜蘭機場開放電復案（1）,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1948-01-17~1948-01-31,1948,1948-01-17,1948-01-31,,,,宜蘭機場開放電復案（1）,,宜蘭機場,,,,,
AHTWH-238-315520033023,國史館臺灣文獻館典藏管理系統,AHTWH,,宜蘭機場開放電復案（2）,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1948-02-07~1948-02-11,1948,1948-02-07,1948-02-11,,,,宜蘭機場開放電復案（2）,,宜蘭機場,,,,,
AHTWH-238-315520033024,國史館臺灣文獻館典藏管理系統,AHTWH,,潮州機場申請使用電復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1948-01-06~1948-01-20,1948,1948-01-06,1948-01-20,,,,潮州機場申請使用電復案,,潮州機場,,,,,
AHTWH-238-315520033025,國史館臺灣文獻館典藏管理系統,AHTWH,,草屯機場撥租申請批復案,件,,臺灣省行政長官公署/民政/土地綱土地行政管理目/土地管理節,1946-08-16~1948-08-30,1946,1946-08-16,1948-08-30,,,,草屯機場撥租申請批復案,,草屯機場,,,,,
AHTWH-238-40121000043004,國史館臺灣文獻館典藏管理系統,AHTWH,,臺南航空檢疫所電催核示增設案,件,,臺灣省級機關/,1947-06-25~1947-06-30,1947,1947-06-25,1947-06-30,,,,臺南航空檢疫所電催核示增設案,,#VALUE!,,,,,
AHTWH-238-40121000043008,國史館臺灣文獻館典藏管理系統,AHTWH,,臺南航空檢疫所呈請增設案,件,,臺灣省級機關/,1947-10-28~1947-10-31,1947,1947-10-28,1947-10-31,,,,臺南航空檢疫所呈請增設案,,#VALUE!,,,,,
AHTWH-238-40323200709019,國史館臺灣文獻館典藏管理系統,AHTWH,,省府農林處農機具製造實驗工場會計主任林循輝出差期內職務由李復興代理請核備案,件,,臺灣省級機關/,1948-02-22~1948-02-29,1948,1948-02-22,1948-02-29,,,,省府農林處農機具製造實驗工場會計主任林循輝出差期內職務由李復興代理請核備案,,#VALUE!,,,,,
AHTWH-238-004-02114,國史館臺灣文獻館典藏管理系統,AHTWH,,松山機場民航部份借用房屋（0037/017.1/254/1）,卷,,臺灣省級機關,~,~,9999-00-00,9999-00-00,,,,松山機場民航部份借用房屋（0037/017.1/254/1）,,松山機場,,,,,
AHTWH-238-40171002114001,國史館臺灣文獻館典藏管理系統,AHTWH,,囑撥借松山機場民航房屋交臺北市警局應用一節電復案,件,,臺灣省級機關/,1948-12-20~1948-12-31,1948,1948-12-20,1948-12-31,,,,囑撥借松山機場民航房屋交臺北市警局應用一節電復案,,松山機場,,,,,
AHTWH-238-40171002114002,國史館臺灣文獻館典藏管理系統,AHTWH,,囑撥借候機室房間作氣象導航管理室一節電復案,件,,臺灣省級機關/,1948-11-04~1948-11-30,1948,1948-11-04,1948-11-30,,,,囑撥借候機室房間作氣象導航管理室一節電復案,,#VALUE!,,,,,
